Investor Name,Geography,Check Size,Stages,Investment Thesis,Fake Email
TRGC VC firm,Kenya Brazil +18,$100k to $1M,1. Idea or Patent 2. Prototype +1,We invest in Blockchain-based startups on a global scale solving critical friction points in the DLT...,contact@trgc.com
Verve Ventures VC firm,Switzerland Germany +6,$200k to $5M,2. Prototype 3. Early Revenue +2,"We invest in European Software, Hardware, and Life Science startups, at Late-seed, Series A, and larger...",verve@hotmail.com
The Council Capital VC firm,USA,$50k to $250k,1. Idea or Patent 2. Prototype +1,"We invest in pre-seed and seed stage deals in Logistics/Supply Chain, Fintech, Healthtech, and Future of...",thecouncil@hotmail.com
Uchiraka Yatawara Solo angel,Australia New Zealand,$10k to $25k,1. Idea or Patent 2. Prototype +1,"I invest in tech 'empowered' traditional business models, as-a-service automation, automating b2b & b2c marketplace...",uchiraka@yatawara.com
Capital Midwest VC firm,USA,$500k to $2M,3. Early Revenue 4. Scaling,We invest in Enterprise SaaS,midwest@hotmail.com
Michael Taus Solo angel,USA,$1k to $100k,3. Early Revenue 4. Scaling,"I invest in B2B SaaS, AI/ML, Proptech and marketplace startups with smart teams that have proven customer validation...",michael@taus.com
dlab VC firm,South Africa Bahamas +35,$100k to $500k,2. Prototype 3. Early Revenue +1,"We invest in early-stage crypto projects including DeFi, DePIN, infrastructure, SocialFi, security, decentralized...",hello@dlab.com
Sherwin Lee Solo angel,China Hong Kong +13,$5k to $600k,1. Idea or Patent 2. Prototype +2,I invest in tech companies in APAC markets mainly with various type of business models but more particularly models of...,sherwin@lee.com
1Sharpe Ventures VC firm,USA Canada +6,$500k to $2M,2. Prototype 3. Early Revenue +1,"We invest in Fintech, Real Estate Tech, Proptech,Architecture, Engineering, Construction, Supply Chain, Logistics,...",1sharpe@gmail.com
Dreamers VC VC firm,Spain USA,$200k to $500k,4. Scaling,"We invest in :
- Clinical phase 2 of therapeutic drug development.
- Medical device and diagnostics, but only if the...",dreamersvc@gmail.com
Aster Capital VC firm,USA Israel +2,$500k to $5M,3. Early Revenue 4. Scaling,We invest in Mobility - Industry 4.0 - B2B SaaS,hello@aster.com
ZILHive Ventures VC firm,Singapore South Korea +15,$50k to $500k,2. Prototype 3. Early Revenue,We invest in Global Blockchain startups with prototypes building on the Zilliqa Blockchain. ...,hello@zilhive.com
Simpact Ventures VC firm,Austria Bulgaria +12,$150k to $2M,4. Scaling 3. Early Revenue +2,We invest in the best impact driven startups in Central and Eastern Europe and wider. We empower founders to build tech...,invest@simpact.com
Fulcrum Equity Partner... VC firm,USA,$5M to $30M,4. Scaling 5. Growth,We invest in $2-10M ARR B2B Software businesses,invest@fulcrumequitypartner.com
BH3 Growth Equity PE fund,USA Canada,$5M to $30M,4. Scaling 5. Growth +2,"We invest in proptech, construction technology, sustainable building materials, modular construction, property...",team@bh3growthequitypefund.com
Cottonwood Technology ... VC firm,USA Belgium +6,$500k to $3M,1. Idea or Patent 2. Prototype +1,We invest in early stage deeptech,contact@cottonwoodtechnology.com
Anaxago VC firm,France Belgium +6,$500k to $3M,4. Scaling 5. Growth +1,"We invest in Healthcare (Medtech or Biotech), Proptech and Fintech companies with at least 40k€ MRR (excl....",team@anaxago.com
Wingsil Angel network,Israel,$200k to $700k,3. Early Revenue 5. Growth,"We invest in Enterprise software, AI, vertical SaaS, deeptech",info@wingsil.com
Paspalis VC firm,Australia Singapore,$50k to $2.5M,2. Prototype 3. Early Revenue +2,"We invest in pre-seed to Series B companies, both locally and globally, looking to do business in the Northern...",contact@paspalis.com
Supercharge Capital VC firm,Poland Czech Republic +8,$5M to $10M,5. Growth 6. Pre-IPO,We invest in B2B SaaS & Marketplaces. We look for later-stage European tech companies with a revenue run rate of...,hello@supercharge.com
Kenneth Auchenberg Solo angel,Canada USA,$5k to $100k,1. Idea or Patent 2. Prototype +1,I invest in developer-focused companies and support founders with operational expertise to build what's next for...,kenneth@auchenberg.com
Tensor Ventures VC firm,Czech Republic Germany +7,$250k to $1M,2. Prototype 3. Early Revenue +1,"We invest in Deep tech as such, anything which has ideally R&D behind its products and solutions: 

Quantum,...",info@tensor.com
DOMiNO Ventures VC firm,Azerbaijan Kazakhstan +5,$100k to $1M,2. Prototype 3. Early Revenue +1,"We invest in founders who are solving new problems of the modern world in AI, Deeptech, Cleantech, Healthtech, Fintech,...",invest@domino.com
4F Ventures VC firm,USA Canada,$50k to $250k,2. Prototype 3. Early Revenue +1,We invest in traditionally overlooked founders building seed-stage eCommerce and FinTech companies across North...,team@4f.com
Atlas Ventures (Singap... VC firm,Singapore Thailand +7,$500k to $5M,3. Early Revenue 4. Scaling,"We invest in startups within fast-growing, overlooked verticals and geographies. Currently, we're focused on...",team@atlassingap.com
Aish Capital Other,Israel USA,$500k to $20M,5. Growth 4. Scaling +1,We invest $500K-$20M from Seed to Series D,contact@aishother.com
Anthropocene Ventures VC firm,USA,$100k to $3M,1. Idea or Patent 2. Prototype +1,We invest in hard science ClimateTech companies globally.,invest@anthropocene.com
Rally Cap Ventures VC firm,Mexico Brazil +13,$100k to $300k,1. Idea or Patent 2. Prototype +2,"We invest in fintech infrastructure, mostly B2B APIs",rallycap@hotmail.com
Up Partners VC firm,USA Australia +2,$500k to $5M,3. Early Revenue 2. Prototype +1,We invest in enabling multi-dimensional mobility. We invest in anything that helps the ecosystem of transportation...,hello@uppartners.com
Nordic Secondary Fund VC firm,Denmark Sweden +6,$2M to $9M,5. Growth 6. Pre-IPO +1,"We invest in secondaries ONLY, and only post-Series A, we never participate in funding rounds. On average we buy...",contact@nordicsecondaryfund.com
TheVentureCity VC firm,USA Canada +14,$100k to $4M,2. Prototype 3. Early Revenue +2,"We invest in First Tickets:
- We give you your first ticket, minimum of $100K, and depending on performance follow-on...",theventurecity@gmail.com
J12 Ventures VC firm,Sweden Finland +9,$100k to $2M,1. Idea or Patent 2. Prototype +1,"We invest early in European startups enabled by software, data, and new technologies across industries. To date, our...",invest@j12.com
DIP Capital VC firm,Belgium Finland +24,$2M to $8M,3. Early Revenue 4. Scaling +1,"We invest in innovative companies following our investment strategy:
			- Sector agnostic
			- Geographically focused...",dip@gmail.com
Amplitude Ventures VC firm,Canada USA +1,$1M to $15M,2. Prototype 4. Scaling +2,We invest in promising healthcare companies that share our vision of bringing groundbreaking technologies to patients....,team@amplitude.com
Jake Liefer Solo angel,Angola Benin +45,$1k to $50k,3. Early Revenue 4. Scaling +1,I invest in opportunities that supports human flourishing. I am an impact investor with a focus on deploying capital to...,jake@liefer.com
30N Ventures VC firm,Kenya Nigeria +13,$300k to $5M,3. Early Revenue 4. Scaling +1,"We invest in:

Stages 
Late Seed, Series A.

Sectors
- Fintech: Transforming the financial landscape with new models...",hello@30n.com
Translink Capital VC firm,China USA +9,$500k to $7M,2. Prototype 3. Early Revenue +1,"We invest in early-stage startups across consumer, enterprise, and digital health...",translink@gmail.com
Monozukuri Ventures VC firm,Japan USA +1,$100k to $350k,2. Prototype 3. Early Revenue,"We invest in 10-15 hardware startups per year, with a typical check ranging from USD 100K to 300K at first, with a...",team@monozukuri.com
Kadan Capital VC firm,Indonesia Japan +7,$500k to $1M,3. Early Revenue 4. Scaling,"We invest in Fintech, B2B SaaS and AI.",team@kadan.com
Alex Rosen Solo angel,USA,$25k to $25k,3. Early Revenue,"I invest in early revenue companies, with a particular focus on the media and entertainment...",alex@rosen.com
Daba Finance Angel network,Côte d'Ivoire Senegal +22,$5k to $200k,3. Early Revenue 4. Scaling +1,"We invest in Fintech, Health tech, SaaS, Logistics Tech, Agritech",team@dabafinance.com
Pygma VC firm,Colombia Brazil +5,$5k to $50k,2. Prototype 3. Early Revenue +1,"We invest in pre-seed founders based in LatAm. 

Pygma is launching a pre-seed venture fund in Colombia for tech-based...",info@pygma.com
CDM Capital VC firm,India,$500k to $1M,1. Idea or Patent 2. Prototype +2,"We invest in tech focused companies, focused in SaaS, Fintech and Healthtech, coming in at Seed upto Series A with...",contact@cdm.com
JPIN Venture Cataysts VC firm,India UK +1,$50k to $5M,1. Idea or Patent 3. Early Revenue +2,"We invest in worldwide blockchain, crypto and digital assets startups below Series...",invest@jpinventurecataysts.com
"mHUB Ventures Incubator, Accelerator",USA,$142.5k to $142.5k,1. Idea or Patent 2. Prototype +1,"We invest in early-stage, physical product solutions that address the world's most pressing challenges in areas like...",invest@mhububatoraccelerator.com
Pipeline Capital VC firm,Australia,$100k to $1M,3. Early Revenue 4. Scaling +2,"We invest across fintech, IoT, SaaS, eCommerce, and other technologies and prefer companies that have already seen...",hello@pipeline.com
Grove Ventures VC firm,Israel,$500k to $5M,1. Idea or Patent 2. Prototype +1,"We invest in leading startups developing hard-to-replicate solutions at the intersection of technology, science, and...",grove@hotmail.com
Jaza Rift Ventures VC firm,Burkina Faso Burundi +24,$100k to $2M,1. Idea or Patent 2. Prototype +2,"We invest in pre-seed to series A healthtech, biotech and medtech founders in Africa. Tickets:...",contact@jazarift.com
Critical Ventures VC firm,Afghanistan Albania +195,$250k to $3M,4. Scaling 3. Early Revenue +2,"We invest in IoT, Web3, fintech, AI, ML, DevOps, Blockchain... from seed to series...",hello@critical.com
Elev8 VC VC firm,Singapore USA +5,$250k to $500k,2. Prototype 3. Early Revenue +1,"We invest in deeptech startups from Pre-Seed to Pre-A. Our key verticals include smart mobility, medtech, complex...",team@elev8vc.com
MedStartr VC firm,Spain USA,$50k to $250k,2. Prototype 3. Early Revenue +2,We invest in healthcare and medical companies that are validated by our global community through contests and on stages...,team@medstartr.com
Jeremy Baum Solo angel,Canada USA,$1k to $500k,1. Idea or Patent 2. Prototype +2,"I invest in PropTech & FinTech.

Tenets (not absolutely requirements):
1. 2-3 founders
2. domain expertise
3. I must be...",jeremy@baum.com
Africa Growth LLC VC firm,South Africa Nigeria +48,$50k to $1M,3. Early Revenue 2. Prototype +2,"We invest in B2B tech, Energy, Renewables, Water, Agtech and Fintech sector businesses in the pre to early growth phase...",info@africagrowth.com
Mucker Capital VC firm,USA Mexico +2,$100k to $5M,2. Prototype 3. Early Revenue +1,We invest in software companies (all verticals) with a focus on out-of-network startups...,hello@mucker.com
Gaurav Bansal Solo angel,USA,$200k to $500k,3. Early Revenue 4. Scaling +1,"I invest in B2B, SaaS, AI/ML, post-revenue, seed to Series A",gaurav@bansal.com
Ethos Family Office Family office,USA,$100k to $500k,2. Prototype 3. Early Revenue +3,"We invest in unique companies that complement the long term vision of our families, across tech, energy and...",info@ethos.com
First Check Ventures VC firm,USA Mexico +195,$100k to $1M,3. Early Revenue 4. Scaling +4,We invest in early stage startups across the globe,contact@firstcheck.com
"Hook Incubator, Accelerator",France UK +5,$50k to $50k,1. Idea or Patent 2. Prototype +1,We invest in alumni of the top French coding schools. Sector agnostic.,info@hookubatoraccelerator.com
Remote First Capital VC firm,Afghanistan Albania +195,$50k to $200k,2. Prototype 3. Early Revenue +2,"We invest in the next generation of remote work, global work infrastructure, and second-degree effects of it.

Also...",team@remotefirst.com
Variant VC firm,USA India +1,$250k to $7M,1. Idea or Patent 2. Prototype +2,We invest in pre-seed and seed crypto-native companies in the ownership economy.,team@variant.com
Bread and Butter Ventu... VC firm,USA Canada,$250k to $750k,3. Early Revenue 2. Prototype +1,"We invest in companies innovating in three essential backbone sectors of our economy: food/ag tech, health tech, and...",breadandbutterventu@gmail.com
Euclid Ventures VC firm,Canada USA,$500k to $1M,1. Idea or Patent 2. Prototype +1,"We invest in Vertical Software, Marketplaces, and Platforms. High-focus on founder-market fit....",euclid@hotmail.com
StartFast Ventures VC firm,USA,$500k to $1.5M,4. Scaling 5. Growth,We invest in B2B SaaS companies located outside major US Venture Capital hubs at the Seed/A Round...,invest@startfast.com
AdTay Ventures VC firm,UK Israel,$100k to $10M,3. Early Revenue 4. Scaling +2,We invest in Seed to late stage startups across Europe and Israel,info@adtay.com
